source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
CD4 molecule (CD4)	0	JNJ_OPTUM_EHR_ONCBM	CD4 molecule (CD4)	35945310	OMOP Genomic	2023-07-26	2099-12-31	
CD5 molecule (CD5)	0	JNJ_OPTUM_EHR_ONCBM	CD5 molecule (CD5)	35946494	OMOP Genomic	2023-07-26	2099-12-31	
CD68 molecule (CD68)	0	JNJ_OPTUM_EHR_ONCBM	CD68 molecule (CD68)	35954543	OMOP Genomic	2023-07-26	2099-12-31	
CD8a molecule (CD8A or CD8)	0	JNJ_OPTUM_EHR_ONCBM	CD8a molecule (CD8A or CD8)	35962750	OMOP Genomic	2023-07-26	2099-12-31	
CD8a molecule (CD8 or CD8A)	0	JNJ_OPTUM_EHR_ONCBM	CD8a molecule (CD8 or CD8A)	35962750	OMOP Genomic	2023-07-26	2099-12-31	
checkpoint kinase 2 (CHEK2)	0	JNJ_OPTUM_EHR_ONCBM	checkpoint kinase 2 (CHEK2)	35948105	OMOP Genomic	2023-07-26	2099-12-31	
chromodomain helicase DNA binding protein 2 (CHD2)	0	JNJ_OPTUM_EHR_ONCBM	chromodomain helicase DNA binding protein 2 (CHD2)	35945527	OMOP Genomic	2023-07-26	2099-12-31	
chromogranin A (CHGA)	0	JNJ_OPTUM_EHR_ONCBM	chromogranin A (CHGA)	35951514	OMOP Genomic	2023-07-26	2099-12-31	
chromosome 13q deletion	0	JNJ_OPTUM_EHR_ONCBM	chromosome 13q deletion	0	None	2023-07-26	2099-12-31	
chromosome 5q deletion	0	JNJ_OPTUM_EHR_ONCBM	chromosome 5q deletion	0	None	2023-07-26	2099-12-31	
colony stimulating factor 1 receptor (CSF1R)	0	JNJ_OPTUM_EHR_ONCBM	colony stimulating factor 1 receptor (CSF1R)	35959753	OMOP Genomic	2023-07-26	2099-12-31	
cyclin D1 (CCND1 or BCL1)	0	JNJ_OPTUM_EHR_ONCBM	cyclin D1 (CCND1 or BCL1)	35963336	OMOP Genomic	2023-07-26	2099-12-31	
cyclin dependent kinase 4 (CDK4)	0	JNJ_OPTUM_EHR_ONCBM	cyclin dependent kinase 4 (CDK4)	35946972	OMOP Genomic	2023-07-26	2099-12-31	
cyclin dependent kinase inhibitor 2A/2B (CDKN2A/2B)	0	JNJ_OPTUM_EHR_ONCBM	cyclin dependent kinase inhibitor 2A/2B (CDKN2A/2B)	35963760	OMOP Genomic	2023-07-26	2099-12-31	
cyclin dependent kinase inhibitor 2A (CDKN2A)	0	JNJ_OPTUM_EHR_ONCBM	cyclin dependent kinase inhibitor 2A (CDKN2A)	35946721	OMOP Genomic	2023-07-26	2099-12-31	
dihydropyrimidine dehydrogenase (DPD)	0	JNJ_OPTUM_EHR_ONCBM	dihydropyrimidine dehydrogenase (DPD)	44806330	SNOMED	2023-07-26	2099-12-31	
DNA mismatch repair (MMR)	0	JNJ_OPTUM_EHR_ONCBM	DNA mismatch repair (MMR)	1617420	LOINC	2023-07-26	2099-12-31	
DNA nucleotidylexotransferase (DNTT or TDT)	0	JNJ_OPTUM_EHR_ONCBM	DNA nucleotidylexotransferase (DNTT or TDT)	35946274	OMOP Genomic	2023-07-26	2099-12-31	
dystrophin (DMD)	0	JNJ_OPTUM_EHR_ONCBM	dystrophin (DMD)	35962028	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR)	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR)	35962802	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) exon 18	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) exon 18	35962802	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) exon 19	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) exon 19	35976971	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) exon 20	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) exon 20	35962802	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) exon 21	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) exon 21	35962802	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) L858R	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) L858R	35962802	OMOP Genomic	2023-07-26	2099-12-31	
epidermal growth factor receptor (EGFR) T790M	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) T790M	35986591	OMOP Genomic	2023-07-26	2024-03-13	D
epidermal growth factor receptor (EGFR) T790M	0	JNJ_OPTUM_EHR_ONCBM	epidermal growth factor receptor (EGFR) T790M	19576591	OMOP Genomic	2024-03-13	2099-12-31	
epithelial cell adhesion molecule (EPCAM)	0	JNJ_OPTUM_EHR_ONCBM	epithelial cell adhesion molecule (EPCAM)	35963234	OMOP Genomic	2023-07-26	2099-12-31	
Epstein-Barr Virus (EBV)	0	JNJ_OPTUM_EHR_ONCBM	Epstein-Barr Virus (EBV)	0	None	2023-07-26	2099-12-31	
erb-b2 receptor tyrosine kinase 2 (ERBB2 or HER2/neu)	0	JNJ_OPTUM_EHR_ONCBM	erb-b2 receptor tyrosine kinase 2 (ERBB2 or HER2/neu)	35955862	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor (ER)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor (ER)	35976980	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	35955862	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	35957667	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor/progesterone receptor/erb-b2 receptor tyrosine kinase 2 (ER/PGR/ERBB2)	35976980	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor/progesterone receptor (ER/PGR)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor/progesterone receptor (ER/PGR)	35976980	OMOP Genomic	2023-07-26	2099-12-31	
estrogen receptor/progesterone receptor (ER/PGR)	0	JNJ_OPTUM_EHR_ONCBM	estrogen receptor/progesterone receptor (ER/PGR)	35957667	OMOP Genomic	2023-07-26	2099-12-31	
Fc fragment of IgE receptor II (FCER2 or CD23)	0	JNJ_OPTUM_EHR_ONCBM	Fc fragment of IgE receptor II (FCER2 or CD23)	35957519	OMOP Genomic	2023-07-26	2099-12-31	
Fc fragment of IgG receptor Ia (FCGR1A or CD64)	0	JNJ_OPTUM_EHR_ONCBM	Fc fragment of IgG receptor Ia (FCGR1A or CD64)	35954176	OMOP Genomic	2023-07-26	2099-12-31	
fms related tyrosine kinase 3 (FLT3)	0	JNJ_OPTUM_EHR_ONCBM	fms related tyrosine kinase 3 (FLT3)	35956153	OMOP Genomic	2023-07-26	2099-12-31	
fms related tyrosine kinase 3 (FLT3) D835	0	JNJ_OPTUM_EHR_ONCBM	fms related tyrosine kinase 3 (FLT3) D835	35956153	OMOP Genomic	2023-07-26	2099-12-31	
fms related tyrosine kinase 3 (FLT3) ITD	0	JNJ_OPTUM_EHR_ONCBM	fms related tyrosine kinase 3 (FLT3) ITD	35956153	OMOP Genomic	2023-07-26	2099-12-31	
fms related tyrosine kinase 3 (FLT3) TKD	0	JNJ_OPTUM_EHR_ONCBM	fms related tyrosine kinase 3 (FLT3) TKD	35956153	OMOP Genomic	2023-07-26	2099-12-31	
Free kappa light chain	0	JNJ_OPTUM_EHR_ONCBM	Free kappa light chain	44804922	SNOMED	2023-07-26	2099-12-31	
Free lambda light chain	0	JNJ_OPTUM_EHR_ONCBM	Free lambda light chain	44804924	SNOMED	2023-07-26	2099-12-31	
fucosyltransferase 4 (FUT4 or CD15)	0	JNJ_OPTUM_EHR_ONCBM	fucosyltransferase 4 (FUT4 or CD15)	35957168	OMOP Genomic	2023-07-26	2099-12-31	
GATA binding protein 2 (GATA2)	0	JNJ_OPTUM_EHR_ONCBM	GATA binding protein 2 (GATA2)	35958935	OMOP Genomic	2023-07-26	2099-12-31	
GATA binding protein 3 (GATA3)	0	JNJ_OPTUM_EHR_ONCBM	GATA binding protein 3 (GATA3)	35956024	OMOP Genomic	2023-07-26	2099-12-31	
HLA-DR Antigens	0	JNJ_OPTUM_EHR_ONCBM	HLA-DR Antigens	35957095	OMOP Genomic	2023-07-26	2099-12-31	
Human Chorionic Gonadotropin (HCG)	0	JNJ_OPTUM_EHR_ONCBM	Human Chorionic Gonadotropin (HCG)	4285271	SNOMED	2023-07-26	2099-12-31	
human papillomavirus (HPV)	0	JNJ_OPTUM_EHR_ONCBM	human papillomavirus (HPV)	45763689	SNOMED	2023-07-26	2099-12-31	
iduronate 2-sulfatase (IDS)	0	JNJ_OPTUM_EHR_ONCBM	iduronate 2-sulfatase (IDS)	35956254	OMOP Genomic	2023-07-26	2099-12-31	
IKAROS family zinc finger 3 (IKZF3)	0	JNJ_OPTUM_EHR_ONCBM	IKAROS family zinc finger 3 (IKZF3)	35957210	OMOP Genomic	2023-07-26	2099-12-31	
Immunoglobulin A (IgA)	0	JNJ_OPTUM_EHR_ONCBM	Immunoglobulin A (IgA)	4135810	SNOMED	2023-07-26	2099-12-31	
Immunoglobulin D (IgD)	0	JNJ_OPTUM_EHR_ONCBM	Immunoglobulin D (IgD)	4286509	SNOMED	2023-07-26	2099-12-31	
Immunoglobulin G (IgG)	0	JNJ_OPTUM_EHR_ONCBM	Immunoglobulin G (IgG)	4163378	SNOMED	2023-07-26	2099-12-31	
Immunoglobulin M (IgM)	0	JNJ_OPTUM_EHR_ONCBM	Immunoglobulin M (IgM)	4164130	SNOMED	2023-07-26	2099-12-31	
inhibin subunit alpha (INHA)	0	JNJ_OPTUM_EHR_ONCBM	inhibin subunit alpha (INHA)	35959396	OMOP Genomic	2023-07-26	2099-12-31	
interleukin 2 receptor subunit alpha (IL2RA or CD25)	0	JNJ_OPTUM_EHR_ONCBM	interleukin 2 receptor subunit alpha (IL2RA or CD25)	35960573	OMOP Genomic	2023-07-26	2099-12-31	
isocitrate dehydrogenase (NADP(+)) 1 (IDH1)	0	JNJ_OPTUM_EHR_ONCBM	isocitrate dehydrogenase (NADP(+)) 1 (IDH1)	35948329	OMOP Genomic	2023-07-26	2099-12-31	
isocitrate dehydrogenase (NADP(+)) 1 (IDH1) R132H	0	JNJ_OPTUM_EHR_ONCBM	isocitrate dehydrogenase (NADP(+)) 1 (IDH1) R132H	35948329	OMOP Genomic	2023-07-26	2099-12-31	
isocitrate dehydrogenase (NADP(+)) 2 (IDH2)	0	JNJ_OPTUM_EHR_ONCBM	isocitrate dehydrogenase (NADP(+)) 2 (IDH2)	35953046	OMOP Genomic	2023-07-26	2099-12-31	
isocitrate dehydrogenase (NADP(+))  (IDH)	0	JNJ_OPTUM_EHR_ONCBM	isocitrate dehydrogenase (NADP(+))  (IDH)	35948329	OMOP Genomic	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2)	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2)	35962046	OMOP Genomic	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) exon 12	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) exon 12	37392955	SNOMED	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) exon 13	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) exon 13	35962046	OMOP Genomic	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) exons 12-14	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) exons 12-14	35962046	OMOP Genomic	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) exons 12-15	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) exons 12-15	35962046	OMOP Genomic	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) V617	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) V617	44791465	SNOMED	2023-07-26	2099-12-31	
Janus kinase 2 (JAK2) V617F	0	JNJ_OPTUM_EHR_ONCBM	Janus kinase 2 (JAK2) V617F	35962046	OMOP Genomic	2023-07-26	2099-12-31	
Kappa/lambda light chain ratio	0	JNJ_OPTUM_EHR_ONCBM	Kappa/lambda light chain ratio	37394413	SNOMED	2023-07-26	2024-03-13	D
Kappa/lambda light chain ratio	0	JNJ_OPTUM_EHR_ONCBM	Kappa/lambda light chain ratio	4136733	SNOMED	2024-03-13	2099-12-31	
kelch like ECH associated protein 1 (KEAP1)	0	JNJ_OPTUM_EHR_ONCBM	kelch like ECH associated protein 1 (KEAP1)	35962902	OMOP Genomic	2023-07-26	2099-12-31	
keratin 20 (KRT20 or CK20)	0	JNJ_OPTUM_EHR_ONCBM	keratin 20 (KRT20 or CK20)	35945011	OMOP Genomic	2023-07-26	2099-12-31	
keratin 5/keratin 6 (KRT5/6 or CK5/6)	0	JNJ_OPTUM_EHR_ONCBM	keratin 5/keratin 6 (KRT5/6 or CK5/6)	35959869	OMOP Genomic	2023-07-26	2099-12-31	
keratin 7 (KRT7 or CK7)	0	JNJ_OPTUM_EHR_ONCBM	keratin 7 (KRT7 or CK7)	35953643	OMOP Genomic	2023-07-26	2099-12-31	
KIT proto-oncogene, receptor tyrosine kinase (KIT or CD117)	0	JNJ_OPTUM_EHR_ONCBM	KIT proto-oncogene, receptor tyrosine kinase (KIT or CD117)	35959513	OMOP Genomic	2023-07-26	2099-12-31	
KIT proto-oncogene, receptor tyrosine kinase (KIT or CD117) exon 11	0	JNJ_OPTUM_EHR_ONCBM	KIT proto-oncogene, receptor tyrosine kinase (KIT or CD117) exon 11	35959513	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS)	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS)	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) codon 12	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) codon 12	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) exon 2	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) exon 2	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) G12A	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) G12A	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) G12C	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) G12C	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) G12D	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) G12D	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) G12V	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) G12V	35948791	OMOP Genomic	2023-07-26	2099-12-31	
KRAS proto-oncogene, GTPase (KRAS) G13D	0	JNJ_OPTUM_EHR_ONCBM	KRAS proto-oncogene, GTPase (KRAS) G13D	35948791	OMOP Genomic	2023-07-26	2099-12-31	
Lactic Acid Dehydrogenase (LDH)	0	JNJ_OPTUM_EHR_ONCBM	Lactic Acid Dehydrogenase (LDH)	4098519	SNOMED	2023-07-26	2099-12-31	
lipoprotein lipase (LPL)	0	JNJ_OPTUM_EHR_ONCBM	lipoprotein lipase (LPL)	35954658	OMOP Genomic	2023-07-26	2099-12-31	
loss of chromosome 7q	0	JNJ_OPTUM_EHR_ONCBM	loss of chromosome 7q	21493506	LOINC	2023-07-26	2099-12-31	
lymphoid enhancer binding factor 1 (LEF1)	0	JNJ_OPTUM_EHR_ONCBM	lymphoid enhancer binding factor 1 (LEF1)	35945312	OMOP Genomic	2023-07-26	2099-12-31	
lysine methyltransferase 2A (KMT2A or MLL)	0	JNJ_OPTUM_EHR_ONCBM	lysine methyltransferase 2A (KMT2A or MLL)	35960503	OMOP Genomic	2023-07-26	2099-12-31	
mammaglobin	0	JNJ_OPTUM_EHR_ONCBM	mammaglobin	35953153	OMOP Genomic	2023-07-26	2099-12-31	
marker of proliferation Ki-67 (MKI67 or Ki-67)	0	JNJ_OPTUM_EHR_ONCBM	marker of proliferation Ki-67 (MKI67 or Ki-67)	35956566	OMOP Genomic	2023-07-26	2099-12-31	
