sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:higher-level category,matchScore,mappingStatus,conceptId,comment
1443,LEGAL MEDICINE SPECIALIST,16,,OTHER PHYSICIAN SPECIALTY,0.6377489566802979,UNCHECKED,38003794,
1760,PHYSICAL THERAPIST,557,,PHYSICAL THERAPY PROVIDER,1.0,APPROVED,38004490,
1110,PEDIATRIC REHABILITATION MEDICINE,25379,,PEDIATRICS,1.0,APPROVED,45756817,
3412,FAMILY PLANNING,36,,OTHER NON-PHYSICIAN PROVIDER,0.5297666192054749,UNCHECKED,38003851,
0054,INDEPENDENT LABORATORY,31187115,,INDEPENDENT LABORATORY,0.568725049495697,APPROVED,38004692,
1435,GENERAL PREVENTIVE MEDICINE SPECIALIST,1641,,PREVENTIVE MEDICINE,0.6969186067581177,UNCHECKED,38004503,
0897,NUCLEAR MEDICINE SPECIALIST,322490,,RADIOLOGY,0.7744101881980896,UNCHECKED,38004476,
2998,PHYSICAL THERAPIST,85,,PHYSICAL THERAPY PROVIDER,1.0,APPROVED,38004490,
1716,NURSE MIDWIFE,317,,REGISTERED NURSE - MIDWIFE,0.8479255437850952,UNCHECKED,38004482,
4142,PHYSICAL THERAPY-PEDIATRIC,4220,,PHYSICAL THERAPY PROVIDER,0.5973897576332092,UNCHECKED,38004490,
0713,ANATOMICAL/CLINICAL PATHOLOGIST,5464176,,PATHOLOGY,0.5283984541893005,APPROVED,38003935,
1020,BLOOD BANKING/TRANSFUSION SERVICES,9742,,BLOOD SERVICES CENTER,0.8637194037437439,UNCHECKED,45756752,
1572,REGISTERED NURSE ANESTHETIST,6348,,REGISTERED NURSE - ANESTHETIST,0.8693234920501709,UNCHECKED,38004483,
2759,LICENSED PRACTICAL NURSE,38,,VOCATIONAL/PRACTICAL NURSE,1.0,APPROVED,38003772,
3733,GENETIC COUNSELOR,17,,GENETICS,1.0,APPROVED,38003776,
1347,PSYCHIATRIST - PSYCHOANALYSIS,1369,,PSYCHIATRY,0.7242501974105835,UNCHECKED,38003629,
0013,NURSING HOME,7097,,EXTENDED CARE FACILITIES,0.6875897645950317,UNCHECKED,38004437,
2321,AEROSPACE MEDICINE SPECIALIST,28983,,PREVENTIVE MEDICINE,0.8052591681480408,UNCHECKED,45756750,
2034,DURABLE MEDICAL EQUIPMENT,1,,MEDICAL SUPPLY HOUSE,0.18859995901584625,UNCHECKED,38004503,
5000,NURSE PRACTITIONER,38151995,,REGISTERED NURSE - PRACTITIONER,1.0,APPROVED,38004487,
2835,GENERAL PRACTITIONER,5893,,FAMILY PRACTICE,0.8001459240913391,UNCHECKED,38004446,
2394,NURSE MIDWIFE,84,,REGISTERED NURSE - MIDWIFE,0.8479255437850952,UNCHECKED,38004482,
1229,NURSE ANESTHETIST,120432,,REGISTERED NURSE - ANESTHETIST,0.6577202677726746,UNCHECKED,38004483,
0728,ANATOMICAL/CLINICAL PATHOLOGIST,142524,,PATHOLOGY,0.5283984541893005,UNCHECKED,38003935,
2449,REGISTERED NURSE,136,,REGISTERED NURSE,1.0,APPROVED,38003716,
2829,PSYCHOANALYST,306,,CLINICAL PSYCHOLOGY,1.0,APPROVED,38003629,
0731,CHEMICAL PATHOLOGIST,47,,PATHOLOGY,0.5790889263153076,UNCHECKED,38004140,
2372,CERTIFIED ACUPUNCTURIST,54,,ACUPUNCTURIST,0.8086181282997131,UNCHECKED,38003780,
1501,MARRIAGE AND FAMILY THERAPIST,26084,,MENTAL HEALTH PROFESSIONAL,1.0,APPROVED,38003659,
0839,GERIATRIC PSYCHIATRIST,112465,,PSYCHIATRY,0.9259956479072571,UNCHECKED,45756776,
3912,ASSISTED CARE LIVING FACILITY - HOME,8,,COMMUNITY SUPPORT SERVICES,0.2981778383255005,UNCHECKED,38004049,
0571,MEDICAL ONCOLOGIST,57046239,,HEMATOLOGY & ONCOLOGY,0.7499415278434753,APPROVED,38004507,
4622,INTERVENTIONAL CARDIOLOGY,1162992,,CARDIOLOGY,1.0,APPROVED,903276,
1910,GENERAL SURGEON,254,,GENERAL SURGERY,0.6405841708183289,UNCHECKED,38004447,
1302,REGISTERED NURSE,633,,REGISTERED NURSE,1.0,APPROVED,38003716,
2320,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",28200,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
0220,MENTAL HEALTH SERVICES PROVIDER,2174,,MENTAL HEALTH PROFESSIONAL,0.5559138059616089,UNCHECKED,38003799,
7277,OPTOMETRIST,26,,OPTICIAN/OPTOMETRIST,1.0,APPROVED,38003699,
2928,MASSAGE THERAPIST,25,,PHYSICAL THERAPY PROVIDER,0.7781170010566711,UNCHECKED,38004068,
2897,LARYNGOLOGIST,35,,OTOLARYNGOLOGY,0.7223003506660461,UNCHECKED,38004449,
1105,OTHER MENTAL HEALTH PROFESSIONAL,20649,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
1178,MASTER OF SOCIAL WORK,124,,SOCIAL WORKER,0.7571638226509094,UNCHECKED,38004499,
2406,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",47,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
1460,OTHER MENTAL HEALTH PROFESSIONAL,2506,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
3219,PEDIATRIC REHABILITATION MEDICINE,12,,PEDIATRICS,1.0,APPROVED,45756817,
0930,RADIOLOGIST,96837,,RADIOLOGY,0.7160348296165466,UNCHECKED,38004119,
0502,GENERAL SURGEON,23987047,,GENERAL SURGERY,0.6405841708183289,APPROVED,38004447,
0183,PROSTHODONTIST,1011,,PROSTHODONTIST,0.8180573582649231,UNCHECKED,903260,
1785,FAMILY PRACTITIONER,16,,FAMILY PRACTICE,0.7245684266090393,UNCHECKED,38004377,
1236,DURABLE MEDICAL EQUIPMENT,3286,,MEDICAL SUPPLY HOUSE,0.18859995901584625,UNCHECKED,38004503,
5338,LICENSED PROFESSIONAL COUNSELOR,4068,,MENTAL HEALTH PROFESSIONAL,0.8783671855926514,UNCHECKED,38003627,
1361,OTHER MENTAL HEALTH PROFESSIONAL,53967,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
2816,MARRIAGE AND FAMILY THERAPIST,1691,,MENTAL HEALTH PROFESSIONAL,1.0,APPROVED,38003659,
2608,HOME HEALTH AGENCY- HOME HEALTH AIDE,7,,HOME HEALTH AGENCY,0.6359068751335144,UNCHECKED,38004436,
7264,OPTOMETRIST,5,,OPTICIAN/OPTOMETRIST,1.0,APPROVED,38003699,
4834,INDEPENDENT LABORATORY,425738556,,INDEPENDENT LABORATORY,0.568725049495697,APPROVED,38004692,
0260,LICENSED VOCATIONAL NURSE,4808,,VOCATIONAL/PRACTICAL NURSE,0.663005530834198,UNCHECKED,38003772,
4262,REGISTERED NURSE ANESTHETIST,1,,REGISTERED NURSE - ANESTHETIST,0.8693234920501709,UNCHECKED,38004483,
3980,TRANSITION SERVICE AGENCY (HCBS),25,,COMMUNITY SUPPORT SERVICES,0.22395941615104675,UNCHECKED,38003695,
0146,PODIATRIST - NON-MD (BOARD CERTIFIED),383,,PODIATRIST - NON-MD,0.37784290313720703,UNCHECKED,38004030,
3046,REGISTERED NURSE,120,,REGISTERED NURSE,1.0,APPROVED,38003716,
0046,DIALYSIS FACILITY,6401149,,DIALYSIS FACILITY,0.385614275932312,APPROVED,38004189,
1829,ADDICTION MEDICINE SPECIALIST,52,,ADDICTION MEDICINE SPECIALIST,0.7739812135696411,UNCHECKED,38004498,
1249,INFECTIOUS DISEASES SPECIALIST,4692,,INFECTIOUS DISEASES,0.7763988375663757,UNCHECKED,38004484,
5689,ORTHOPEDIC SURGEON,1393,,ORTHOPEDICS,0.7860926985740662,UNCHECKED,38004465,
5966,ALCOHOL AND DRUG ABUSE COUNSELOR,411942,,ADDICTION MEDICINE SPECIALIST,0.4908663332462311,UNCHECKED,32578,
1132,NURSE PRACTITIONER,13575,,REGISTERED NURSE - PRACTITIONER,1.0,APPROVED,38004487,
1953,OTHER MENTAL HEALTH PROFESSIONAL,17,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
1643,FAMILY PRACTITIONER,13,,FAMILY PRACTICE,0.7245684266090393,UNCHECKED,38004377,
1201,ENDODONTIST,2670,,ENDODONTIST,0.7713989019393921,UNCHECKED,903258,
2204,CLINICAL SOCIAL WORKER,2127,,SOCIAL WORKER,1.0,APPROVED,38003657,
2157,CLINICAL SOCIAL WORKER,113243,,SOCIAL WORKER,1.0,APPROVED,38003657,
4831,REGISTERED PHYSICAL THERAPIST,426303,,PHYSICAL THERAPY PROVIDER,0.7621840834617615,UNCHECKED,38004490,
0228,PSYCHOLOGIST,23665053,,MENTAL HEALTH PROFESSIONAL,1.0,APPROVED,38003634,
1653,REGISTERED NURSE,223,,REGISTERED NURSE,1.0,APPROVED,38003716,
7268,PEDIATRIC NEUROSURGERY,71,,NEUROLOGICAL SURGERY,0.841126561164856,UNCHECKED,44777757,
5306,REGISTERED NURSE,13424,,REGISTERED NURSE - PRACTITIONER,1.0,APPROVED,38003716,
1254,OPTICIAN,87,,OPTICIAN/OPTOMETRIST,1.0,APPROVED,38004701,
1247,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,45,,INFECTIOUS DISEASES,0.8693999648094177,UNCHECKED,45756812,
7227,PHYSICIAN NUTRITION SPECIALIST,61,,OTHER PHYSICIAN SPECIALTY,0.5617833733558655,UNCHECKED,32577,
4074,OTOLARYNGOLOGIST,29,,OTOLARYNGOLOGY,0.8336940407752991,UNCHECKED,38004449,
5920,PEDIATRIC GENERAL SURGEON,302939,,GENERAL SURGERY,0.6220893263816833,UNCHECKED,45756819,
2125,CLINICAL SOCIAL WORKER,725,,SOCIAL WORKER,1.0,APPROVED,38003657,
0875,PSYCHOSOMATIC MEDICINE SPECIALIST,16,,PSYCHIATRY,0.8495669960975647,UNCHECKED,45756823,
1620,HOSPITALIST,56363,,OTHER PHYSICIAN SPECIALTY,1.0,APPROVED,903278,
2162,SPEECH PATHOLOGIST,5712,,SPEECH THERAPY PROVIDER,0.7647614479064941,UNCHECKED,38004125,
0599,NEPHROLOGIST,6341451,,NEPHROLOGY,0.7200151085853577,APPROVED,38004479,
5992,HOSPITALIST,6452950,,OTHER PHYSICIAN SPECIALTY,1.0,APPROVED,903278,
5965,PEDIATRIC REHABILITATION MEDICINE,11907,,PEDIATRICS,1.0,APPROVED,45756817,
1429,ENDOCRINOLOGIST (DIABETES SPECIALIST),94,,ENDOCRINOLOGY,0.480345755815506,UNCHECKED,45756771,
2214,MEDICAL GENETICIST,915,,GENETICS,0.5799326300621033,UNCHECKED,38003775,
5905,URGENT CARE SPECIALIST,1,,EMERGENCY MEDICINE,0.7035349011421204,UNCHECKED,38003794,
1375,GYNECOLOGIST,742,,GYNECOLOGY,0.809306263923645,UNCHECKED,38003902,
1224,PHYSICAL THERAPIST,10,,PHYSICAL THERAPY PROVIDER,1.0,APPROVED,38004490,
0656,OSTEOPATHIC MANIPULATIVE MEDICINE SPECIALIST,5845,,OSTEOPATHY,0.7400749921798706,UNCHECKED,38004457,
2124,OTHER MENTAL HEALTH PROFESSIONAL,2446,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
1366,MASSAGE THERAPIST,1396,,PHYSICAL THERAPY PROVIDER,0.7781170010566711,UNCHECKED,38004068,
0348,ADOLESCENT PEDIATRIC SPECIALIST,3946,,PEDIATRICS,0.5247307419776917,UNCHECKED,38003794,
1135,CARDIOLOGIST,69453,,CARDIOLOGY,0.6883652806282043,UNCHECKED,38004119,
0341,INTERNIST/GENERAL INTERNIST,9346636,,INTERNAL MEDICINE,0.2750099003314972,APPROVED,38004456,
5838,GENERAL DENTIST,90193,,DENTIST,0.8798402547836304,UNCHECKED,38003675,
0449,EMERGENCY MEDICINE (PHYSICIANS),62823407,,EMERGENCY MEDICINE,0.6699689030647278,APPROVED,38004510,
2562,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",356,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
5682,CHIROPRACTOR,330,,CHIROPRACTOR,0.865637481212616,UNCHECKED,38004475,
0775,OCCUPATIONAL MEDICINE SPECIALIST,6300,,PHYSICAL MEDICINE & REHABILITATION,0.8101648092269897,UNCHECKED,44777713,
1074,CHILD PSYCHIATRIST,361,,PSYCHIATRY,0.704368531703949,UNCHECKED,38004469,
0585,INFECTIOUS DISEASES SPECIALIST,4714334,,INFECTIOUS DISEASES,0.7763988375663757,APPROVED,38004484,
3548,DOCTOR OF NATUROPATHY,94,,OTHER NON-PHYSICIAN PROVIDER,0.6575335264205933,UNCHECKED,38003804,
2166,REGISTERED NURSE ANESTHETIST,18137,,REGISTERED NURSE - ANESTHETIST,0.8693234920501709,UNCHECKED,38004483,
5944,NUCLEAR RADIOLOGIST,1885133,,RADIOLOGY,0.8260136246681213,APPROVED,45756793,
0042,CLINIC,13943,,CLINIC/DAY CARE FACILITIES,0.5520293712615967,UNCHECKED,38003803,
2589,PSYCHIATRIST,315,,PSYCHIATRY,0.8676401972770691,UNCHECKED,38004469,
3328,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,3,,GENERAL SURGERY,0.6341041922569275,UNCHECKED,903257,
0941,RHEUMATOLOGIST,51262,,RHEUMATOLOGY,0.7862504124641418,UNCHECKED,38004491,
1634,PSYCHIATRIC NURSE SPECIALIST,1366,,REGISTERED NURSE - PSYCHIATRIC,0.6232175230979919,UNCHECKED,38004390,
3908,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",1,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
0697,LARYNGOLOGIST,13,,OTOLARYNGOLOGY,0.7223003506660461,UNCHECKED,38004449,
4635,MEDICAL REHABILITATION CENTER,9029421,,CARDIAC & MEDICAL REHAB FACILITIES,0.6850348711013794,APPROVED,38004468,
0795,ORO-FACIAL PLASTIC SURGEON,351651,,PLASTIC & RECONSTRUCTIVE SURGERY,0.4747566878795624,UNCHECKED,44777756,
0984,UNKNOWN SPECIALTY PHYSICIAN,151908,,UNKNOWN SPECIALTY PHYSICIAN,0.4660347104072571,UNCHECKED,32577,
5862,PLASTIC SURGEON - HEAD & NECK,491,,PLASTIC & RECONSTRUCTIVE SURGERY,0.45424386858940125,UNCHECKED,38003920,
1560,MEDICAL REHABILITATION CENTER,51738,,CARDIAC & MEDICAL REHAB FACILITIES,0.6850348711013794,UNCHECKED,38004468,
2133,HOMEOPATHY SPECIALIST,2065,,OTHER PHYSICIAN SPECIALTY,0.6854023337364197,UNCHECKED,38003805,
0010,PSYCHIATRIC HOSPITAL,384269,,SPECIALTY ACUTE-CARE HOSPITAL,0.67957603931427,UNCHECKED,38004469,
4137,VA MEDICAL CLINIC,1121020,,CLINIC/DAY CARE FACILITIES,0.3760247528553009,APPROVED,0,
0204,PSYCHOANALYST,3275,,CLINICAL PSYCHOLOGY,1.0,APPROVED,38003629,
1386,MASTER OF SOCIAL WORK,183,,SOCIAL WORKER,0.7571638226509094,UNCHECKED,38004499,
0615,CLINICAL NEUROPHYSIOLOGIST,286,,NEUROLOGY,0.8540942072868347,UNCHECKED,45756763,
5736,INTERNIST/GENERAL INTERNIST,229,,INTERNAL MEDICINE,0.2750099003314972,UNCHECKED,38003662,
2352,SPEECH PATHOLOGIST,188,,SPEECH THERAPY PROVIDER,0.7647614479064941,UNCHECKED,38004125,
0256,VISITING NURSE,19,,VISITING NURSE,0.6462962031364441,UNCHECKED,32581,
0051,URGENT CARE CENTER,32132109,,EMERGENCY CARE,0.30218276381492615,APPROVED,38003845,
5057,DENTAL TECHNICIAN,2456,,DENTAL TECHNICIAN,0.8008644580841064,UNCHECKED,38004185,
0382,PEDIATRIC ALLERGIST & IMMUNOLOGIST,128152,,ALLERGY & IMMUNOLOGY,0.48570191860198975,UNCHECKED,38003947,
1144,DURABLE MEDICAL EQUIPMENT,997,,MEDICAL SUPPLY HOUSE,0.18859995901584625,UNCHECKED,38004503,
4626,UNKNOWN PROVIDER TYPE,24177,,UNKNOWN,0.40331441164016724,UNCHECKED,38003793,
6849,BEHAVIORAL ANALYST - AUTISM PROGRAM,8,,MENTAL HEALTH PROFESSIONAL,0.6000441312789917,UNCHECKED,903230,
1440,ADDICTION MEDICINE SPECIALIST,529,,ADDICTION MEDICINE SPECIALIST,0.7739812135696411,UNCHECKED,38004498,
0167,ORTHODONTIST,174,,ORTHODONTIST,0.7907591462135315,UNCHECKED,44777673,
0664,LEGAL MEDICINE SPECIALIST,5146,,OTHER PHYSICIAN SPECIALTY,0.6377489566802979,UNCHECKED,38003794,
1294,INDEPENDENT LABORATORY,466,,INDEPENDENT LABORATORY,0.568725049495697,UNCHECKED,38004692,
1679,REGISTERED NURSE ANESTHETIST,9,,REGISTERED NURSE - ANESTHETIST,0.8693234920501709,UNCHECKED,38004483,
1455,PSYCHOSOMATIC MEDICINE SPECIALIST,14662,,PSYCHIATRY,0.8495669960975647,UNCHECKED,45756823,
6816,FAMILY PLANNING CLINIC,10025,,CLINIC/DAY CARE FACILITIES,0.45855748653411865,UNCHECKED,38003851,
2912,CERTIFIED ACUPUNCTURIST,4471,,ACUPUNCTURIST,0.8086181282997131,UNCHECKED,38003780,
2763,PEDIATRIC NUTRITION,3,,NUTRITIONIST,0.6795079112052917,UNCHECKED,38004407,
5692,REGISTERED NURSE,692,,REGISTERED NURSE,1.0,APPROVED,38003716,
3738,ANATOMICAL PATHOLOGIST,906513,,PATHOLOGY,0.5915552973747253,APPROVED,38003935,
3109,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",297,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
5834,PAIN MANAGEMENT SPECIALIST,3666680,,ANESTHESIOLOGY,0.753932774066925,APPROVED,38004494,
0128,DOCTOR OF NAPROPATHY,14438,,OTHER NON-PHYSICIAN PROVIDER,0.4528583884239197,UNCHECKED,38003788,
3130,EARLY INTERVENTION,19769,,OTHER PHYSICIAN SPECIALTY,0.37275660037994385,UNCHECKED,903276,
4001,PULMONARY DISEASE SPECIALIST,5,,PULMONARY MEDICINE,0.8115819096565247,UNCHECKED,38004472,
2323,NEUROLOGIST,112,,NEUROLOGY,0.667279064655304,UNCHECKED,38004458,
3600,PHARMACIST,1036,,PHARMACY,1.0,APPROVED,38003810,
2745,CLINICAL PATHOLOGIST,23,,PATHOLOGY,0.6588892936706543,UNCHECKED,38003638,
3196,NON-EMERGENT TRANSPORTATION,5497,,AMBULANCE PROVIDERS,0.3349444270133972,UNCHECKED,38003849,
0159,GENERAL DENTIST,23903,,DENTIST,0.8798402547836304,UNCHECKED,38003675,
6055,PHARMACIST,513890,,PHARMACY,1.0,APPROVED,38003810,
1933,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",210,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
0861,PSYCHIATRIST - PSYCHOANALYSIS,1554,,PSYCHIATRY,0.7242501974105835,UNCHECKED,38003629,
3441,REGISTERED NURSE,27,,REGISTERED NURSE - PRACTITIONER,1.0,APPROVED,38003716,
1966,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,12,,MENTAL HEALTH PROFESSIONAL,0.6501047015190125,UNCHECKED,38003657,
0436,PEDIATRIC CRITICAL CARE MEDICINE SPECIALIST,13837,,CRITICAL CARE MEDICINE,0.8498052358627319,UNCHECKED,45756806,
0036,UNKNOWN PROVIDER TYPE,15440,,UNKNOWN,0.40331441164016724,UNCHECKED,38003793,
1481,CLINICAL GENETICIST,3,,GENETICS,0.5978459119796753,UNCHECKED,45756757,
0162,ENDODONTIST,7628,,ENDODONTIST,0.7713989019393921,UNCHECKED,903258,
2852,DERMATOLOGIST,1,,DERMATOLOGY,0.6794922351837158,UNCHECKED,38004452,
1600,PHYSICAL REHABILITATION HOSPITAL,15342090,,SPECIALTY ACUTE-CARE HOSPITAL,0.7172942757606506,APPROVED,38004468,
1784,NEURODEVELOPMENTAL DISABILITIES,733,,NEUROLOGY,1.0,APPROVED,45756787,
2260,PEDIATRICIAN,25,,PEDIATRICS,0.7208964228630066,UNCHECKED,38004477,
2515,INFECTIOUS DISEASES SPECIALIST,15,,INFECTIOUS DISEASES,0.7763988375663757,UNCHECKED,38004484,
1681,EMPLOYEE ASSISTANCE PROGRAM (EAP) COUNSELOR,267,,MENTAL HEALTH PROFESSIONAL,0.3401350677013397,UNCHECKED,32578,
1309,DERMATOLOGY IMMUNOLOGIST,98523,,DERMATOLOGY,0.5859273076057434,UNCHECKED,38004452,
1171,CHIROPRACTOR,7402687,,CHIROPRACTOR,0.865637481212616,APPROVED,38004475,
3371,CHIROPRACTOR,5,,CHIROPRACTOR,0.865637481212616,UNCHECKED,38004475,
2748,PHYSICAL THERAPIST,106,,PHYSICAL THERAPY PROVIDER,1.0,APPROVED,38004490,
5684,PHYSICIANS ASSISTANT,312,,OTHER NON-PHYSICIAN PROVIDER,0.8713231086730957,UNCHECKED,38004512,
6036,PEDIATRIC NEUROSURGERY,21358840,,NEUROLOGICAL SURGERY,0.841126561164856,APPROVED,44777757,
2783,HEMATOLOGIST/ONCOLOGIST,18,,HEMATOLOGY & ONCOLOGY,0.5600554347038269,UNCHECKED,38004502,
1200,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",3533,,REGISTERED NURSE - PSYCHIATRIC,0.6660565137863159,UNCHECKED,38004390,
4179,NUTRITIONIST,70,,NUTRITIONIST,1.0,APPROVED,38003688,
0124,BUSINESS MANAGER,27828,,OTHER NON-PHYSICIAN PROVIDER,0.42535799741744995,UNCHECKED,38003687,
1289,ANATOMICAL PATHOLOGIST,293,,PATHOLOGY,0.5915552973747253,UNCHECKED,38003935,
5681,PSYCHIATRIC NURSE SPECIALIST,298,,REGISTERED NURSE - PSYCHIATRIC,0.6232175230979919,UNCHECKED,38004390,
0440,DERMATOLOGIST,2277,,DERMATOLOGY,0.6794922351837158,UNCHECKED,38004452,
4166,EARLY INTERVENTION,61,,OTHER PHYSICIAN SPECIALTY,0.37275660037994385,UNCHECKED,903276,
3160,GENERAL DENTIST,12,,DENTIST,0.8798402547836304,UNCHECKED,38003675,
2029,OTHER MENTAL HEALTH PROFESSIONAL,1947,,MENTAL HEALTH PROFESSIONAL,0.7063228487968445,UNCHECKED,32580,
0059,MRI CENTER,967014,,INDEPENDENT RADIOLOGY,0.19937489926815033,APPROVED,38003879,
4072,HEARING INSTRUMENT SPECIALIST,38296,,HEARING INSTRUMENT SPECIALIST,1.0,APPROVED,38004127,
